sites	cas_number	chemical_name	MEC_uM	MDL_uM	conc_uM	alg_ecotox_uM	crust_ecotox_uM	fish_ecotox_uM	alg_ecosar_uM	crust_ecosar_uM	fish_ecosar_uM	alg_vega_uM	crust_vega_uM	fish_vega_uM
R1	10161-33-8	Trenbolone	0	3.6986885559986992e-6	3.6986885559986992e-6	-7777	-7777	2.997377281165705e-4	16.696176212947627	5.777050952409159	79.6758783521329	0.3831841344014652	4.882268893918283	1.3289387981703327
T1	10161-33-8	Trenbolone	0	3.6986885559986992e-6	3.6986885559986992e-6	-7777	-7777	2.997377281165705e-4	16.696176212947627	5.777050952409159	79.6758783521329	0.3831841344014652	4.882268893918283	1.3289387981703327
RS3	10161-33-8	Trenbolone	0	3.6986885559986992e-6	3.6986885559986992e-6	-7777	-7777	2.997377281165705e-4	16.696176212947627	5.777050952409159	79.6758783521329	0.3831841344014652	4.882268893918283	1.3289387981703327
R3	10161-33-8	Trenbolone	1.845645589443351e-4	3.6986885559986992e-6	1.845645589443351e-4	-7777	-7777	2.997377281165705e-4	16.696176212947627	5.777050952409159	79.6758783521329	0.3831841344014652	4.882268893918283	1.3289387981703327
RS2	10161-33-8	Trenbolone	0	3.6986885559986992e-6	3.6986885559986992e-6	-7777	-7777	2.997377281165705e-4	16.696176212947627	5.777050952409159	79.6758783521329	0.3831841344014652	4.882268893918283	1.3289387981703327
R2	10161-33-8	Trenbolone	0	3.6986885559986992e-6	3.6986885559986992e-6	-7777	-7777	2.997377281165705e-4	16.696176212947627	5.777050952409159	79.6758783521329	0.3831841344014652	4.882268893918283	1.3289387981703327
RS3	10172-60-8	Benzethonium	0	4.847309743092584e-6	4.847309743092584e-6	-7777	-7777	-7777	0.3542518130333398	0.04727780725039505	0.03192867448086645	0.9345613184682501	21.837130392632087	0.14323800290838584
T3	10172-60-8	Benzethonium	0	4.847309743092584e-6	4.847309743092584e-6	-7777	-7777	-7777	0.3542518130333398	0.04727780725039505	0.03192867448086645	0.9345613184682501	21.837130392632087	0.14323800290838584
RS1	10172-60-8	Benzethonium	0	4.847309743092584e-6	4.847309743092584e-6	-7777	-7777	-7777	0.3542518130333398	0.04727780725039505	0.03192867448086645	0.9345613184682501	21.837130392632087	0.14323800290838584
R1	10172-60-8	Benzethonium	5.816771691711099e-6	4.847309743092584e-6	5.816771691711099e-6	-7777	-7777	-7777	0.3542518130333398	0.04727780725039505	0.03192867448086645	0.9345613184682501	21.837130392632087	0.14323800290838584
T1	10172-60-8	Benzethonium	0	4.847309743092584e-6	4.847309743092584e-6	-7777	-7777	-7777	0.3542518130333398	0.04727780725039505	0.03192867448086645	0.9345613184682501	21.837130392632087	0.14323800290838584
T2	10172-60-8	Benzethonium	0	4.847309743092584e-6	4.847309743092584e-6	-7777	-7777	-7777	0.3542518130333398	0.04727780725039505	0.03192867448086645	0.9345613184682501	21.837130392632087	0.14323800290838584
R3	10172-60-8	Benzethonium	0	4.847309743092584e-6	4.847309743092584e-6	-7777	-7777	-7777	0.3542518130333398	0.04727780725039505	0.03192867448086645	0.9345613184682501	21.837130392632087	0.14323800290838584
RS2	10172-60-8	Benzethonium	0	4.847309743092584e-6	4.847309743092584e-6	-7777	-7777	-7777	0.3542518130333398	0.04727780725039505	0.03192867448086645	0.9345613184682501	21.837130392632087	0.14323800290838584
R2	10172-60-8	Benzethonium	0	4.847309743092584e-6	4.847309743092584e-6	-7777	-7777	-7777	0.3542518130333398	0.04727780725039505	0.03192867448086645	0.9345613184682501	21.837130392632087	0.14323800290838584
RS1	102-06-7	1,3-Diphenylguanidine	1.9549148357682198e-4	2.366724982770242e-6	1.9549148357682198e-4	-7777	-7777	-7777	1.5784512251756155	0.5969382078634863	2.105835882788726	0.8506009588076249	10.413589924189065	0.5131059762645884
T2	102-06-7	1,3-Diphenylguanidine	3.573754723983065e-4	2.366724982770242e-6	3.573754723983065e-4	-7777	-7777	-7777	1.5784512251756155	0.5969382078634863	2.105835882788726	0.8506009588076249	10.413589924189065	0.5131059762645884
T3	102-06-7	1,3-Diphenylguanidine	5.95941350661547e-4	2.366724982770242e-6	5.95941350661547e-4	-7777	-7777	-7777	1.5784512251756155	0.5969382078634863	2.105835882788726	0.8506009588076249	10.413589924189065	0.5131059762645884
RS2	102-06-7	1,3-Diphenylguanidine	0	2.366724982770242e-6	2.366724982770242e-6	-7777	-7777	-7777	1.5784512251756155	0.5969382078634863	2.105835882788726	0.8506009588076249	10.413589924189065	0.5131059762645884
R2	102-06-7	1,3-Diphenylguanidine	7.573519944864775e-6	2.366724982770242e-6	7.573519944864775e-6	-7777	-7777	-7777	1.5784512251756155	0.5969382078634863	2.105835882788726	0.8506009588076249	10.413589924189065	0.5131059762645884
R3	102-06-7	1,3-Diphenylguanidine	1.7939775369398432e-4	2.366724982770242e-6	1.7939775369398432e-4	-7777	-7777	-7777	1.5784512251756155	0.5969382078634863	2.105835882788726	0.8506009588076249	10.413589924189065	0.5131059762645884
R1	102-06-7	1,3-Diphenylguanidine	2.7359340800823997e-4	2.366724982770242e-6	2.7359340800823997e-4	-7777	-7777	-7777	1.5784512251756155	0.5969382078634863	2.105835882788726	0.8506009588076249	10.413589924189065	0.5131059762645884
RS3	102-06-7	1,3-Diphenylguanidine	1.8223782367330862e-4	2.366724982770242e-6	1.8223782367330862e-4	-7777	-7777	-7777	1.5784512251756155	0.5969382078634863	2.105835882788726	0.8506009588076249	10.413589924189065	0.5131059762645884
T1	102-06-7	1,3-Diphenylguanidine	8.99355493452692e-6	2.366724982770242e-6	8.99355493452692e-6	-7777	-7777	-7777	1.5784512251756155	0.5969382078634863	2.105835882788726	0.8506009588076249	10.413589924189065	0.5131059762645884
RS1	104-66-5	Ethylene glycol diphenylether	3.1893943707592365e-4	2.3336155452399377e-6	3.1893943707592365e-4	-7777	-7777	-7777	7.411983312508553	2.0399354025860283	2.332536590556133	1.3978357115987226	1.41697135906969	0.637543766959551
T1	104-66-5	Ethylene glycol diphenylether	0	2.3336155452399377e-6	2.3336155452399377e-6	-7777	-7777	-7777	7.411983312508553	2.0399354025860283	2.332536590556133	1.3978357115987226	1.41697135906969	0.637543766959551
T2	104-66-5	Ethylene glycol diphenylether	3.4910841884478556e-4	2.3336155452399377e-6	3.4910841884478556e-4	-7777	-7777	-7777	7.411983312508553	2.0399354025860283	2.332536590556133	1.3978357115987226	1.41697135906969	0.637543766959551
T3	104-66-5	Ethylene glycol diphenylether	4.19927116519291e-4	2.3336155452399377e-6	4.19927116519291e-4	-7777	-7777	-7777	7.411983312508553	2.0399354025860283	2.332536590556133	1.3978357115987226	1.41697135906969	0.637543766959551
R1	104-66-5	Ethylene glycol diphenylether	2.421882219623093e-4	2.3336155452399377e-6	2.421882219623093e-4	-7777	-7777	-7777	7.411983312508553	2.0399354025860283	2.332536590556133	1.3978357115987226	1.41697135906969	0.637543766959551
R2	104-66-5	Ethylene glycol diphenylether	4.222103259687538e-4	2.3336155452399377e-6	4.222103259687538e-4	-7777	-7777	-7777	7.411983312508553	2.0399354025860283	2.332536590556133	1.3978357115987226	1.41697135906969	0.637543766959551
R3	104-66-5	Ethylene glycol diphenylether	3.931246085359923e-4	2.3336155452399377e-6	3.931246085359923e-4	-7777	-7777	-7777	7.411983312508553	2.0399354025860283	2.332536590556133	1.3978357115987226	1.41697135906969	0.637543766959551
RS2	104-66-5	Ethylene glycol diphenylether	3.5988132164783125e-4	2.3336155452399377e-6	3.5988132164783125e-4	-7777	-7777	-7777	7.411983312508553	2.0399354025860283	2.332536590556133	1.3978357115987226	1.41697135906969	0.637543766959551
RS3	104-66-5	Ethylene glycol diphenylether	3.575271702857932e-4	2.3336155452399377e-6	3.575271702857932e-4	-7777	-7777	-7777	7.411983312508553	2.0399354025860283	2.332536590556133	1.3978357115987226	1.41697135906969	0.637543766959551
T1	10605-21-7	Carbendazim	0	5.230489359353972e-6	5.230489359353972e-6	9.62598212833011	0.25079938333816026	-7777	3.505450223888581	8.09693761504273	5.797047038139838	27.82620339176313	19.875859565545092	1.049759214422342
R2	10605-21-7	Carbendazim	0	5.230489359353972e-6	5.230489359353972e-6	9.62598212833011	0.25079938333816026	-7777	3.505450223888581	8.09693761504273	5.797047038139838	27.82620339176313	19.875859565545092	1.049759214422342
T2	10605-21-7	Carbendazim	0	5.230489359353972e-6	5.230489359353972e-6	9.62598212833011	0.25079938333816026	-7777	3.505450223888581	8.09693761504273	5.797047038139838	27.82620339176313	19.875859565545092	1.049759214422342
T3	10605-21-7	Carbendazim	7.950343826218037e-5	5.230489359353972e-6	7.950343826218037e-5	9.62598212833011	0.25079938333816026	-7777	3.505450223888581	8.09693761504273	5.797047038139838	27.82620339176313	19.875859565545092	1.049759214422342
R1	10605-21-7	Carbendazim	0	5.230489359353972e-6	5.230489359353972e-6	9.62598212833011	0.25079938333816026	-7777	3.505450223888581	8.09693761504273	5.797047038139838	27.82620339176313	19.875859565545092	1.049759214422342
R3	10605-21-7	Carbendazim	3.190598509205923e-5	5.230489359353972e-6	3.190598509205923e-5	9.62598212833011	0.25079938333816026	-7777	3.505450223888581	8.09693761504273	5.797047038139838	27.82620339176313	19.875859565545092	1.049759214422342
RS2	10605-21-7	Carbendazim	0	5.230489359353972e-6	5.230489359353972e-6	9.62598212833011	0.25079938333816026	-7777	3.505450223888581	8.09693761504273	5.797047038139838	27.82620339176313	19.875859565545092	1.049759214422342
RS3	10605-21-7	Carbendazim	0	5.230489359353972e-6	5.230489359353972e-6	9.62598212833011	0.25079938333816026	-7777	3.505450223888581	8.09693761504273	5.797047038139838	27.82620339176313	19.875859565545092	1.049759214422342
RS1	10605-21-7	Carbendazim	0	5.230489359353972e-6	5.230489359353972e-6	9.62598212833011	0.25079938333816026	-7777	3.505450223888581	8.09693761504273	5.797047038139838	27.82620339176313	19.875859565545092	1.049759214422342
T1	107-66-4	Di-n-butyl phosphate	4.995004995004995e-5	2.3785738071452356e-6	4.995004995004995e-5	-7777	6.18435724078745	-7777	60.929399616206645	27.68661127371281	45.594111546412584	63.07977736549165	14.414157271300128	3.47985347985348
RS1	107-66-4	Di-n-butyl phosphate	0	2.3785738071452356e-6	2.3785738071452356e-6	-7777	6.18435724078745	-7777	60.929399616206645	27.68661127371281	45.594111546412584	63.07977736549165	14.414157271300128	3.47985347985348
T3	107-66-4	Di-n-butyl phosphate	0	2.3785738071452356e-6	2.3785738071452356e-6	-7777	6.18435724078745	-7777	60.929399616206645	27.68661127371281	45.594111546412584	63.07977736549165	14.414157271300128	3.47985347985348
R2	107-66-4	Di-n-butyl phosphate	0	2.3785738071452356e-6	2.3785738071452356e-6	-7777	6.18435724078745	-7777	60.929399616206645	27.68661127371281	45.594111546412584	63.07977736549165	14.414157271300128	3.47985347985348
RS3	107-66-4	Di-n-butyl phosphate	0	2.3785738071452356e-6	2.3785738071452356e-6	-7777	6.18435724078745	-7777	60.929399616206645	27.68661127371281	45.594111546412584	63.07977736549165	14.414157271300128	3.47985347985348
R3	107-66-4	Di-n-butyl phosphate	0	2.3785738071452356e-6	2.3785738071452356e-6	-7777	6.18435724078745	-7777	60.929399616206645	27.68661127371281	45.594111546412584	63.07977736549165	14.414157271300128	3.47985347985348
RS2	107-66-4	Di-n-butyl phosphate	0	2.3785738071452356e-6	2.3785738071452356e-6	-7777	6.18435724078745	-7777	60.929399616206645	27.68661127371281	45.594111546412584	63.07977736549165	14.414157271300128	3.47985347985348
T2	107-66-4	Di-n-butyl phosphate	0	2.3785738071452356e-6	2.3785738071452356e-6	-7777	6.18435724078745	-7777	60.929399616206645	27.68661127371281	45.594111546412584	63.07977736549165	14.414157271300128	3.47985347985348
R1	107-66-4	Di-n-butyl phosphate	0	2.3785738071452356e-6	2.3785738071452356e-6	-7777	6.18435724078745	-7777	60.929399616206645	27.68661127371281	45.594111546412584	63.07977736549165	14.414157271300128	3.47985347985348
R2	107534-96-3	Tebuconazole	0	2.274068086897989e-6	2.274068086897989e-6	2.5022547878416246	0.216378895037633	0.1967771759205985	1.6032482866679216	0.6300347005104958	0.05563479253277159	1.124689102405834	0.6334903956358684	0.24235068468941426
RS1	107534-96-3	Tebuconazole	0	2.274068086897989e-6	2.274068086897989e-6	2.5022547878416246	0.216378895037633	0.1967771759205985	1.6032482866679216	0.6300347005104958	0.05563479253277159	1.124689102405834	0.6334903956358684	0.24235068468941426
RS3	107534-96-3	Tebuconazole	0	2.274068086897989e-6	2.274068086897989e-6	2.5022547878416246	0.216378895037633	0.1967771759205985	1.6032482866679216	0.6300347005104958	0.05563479253277159	1.124689102405834	0.6334903956358684	0.24235068468941426
RS2	107534-96-3	Tebuconazole	0	2.274068086897989e-6	2.274068086897989e-6	2.5022547878416246	0.216378895037633	0.1967771759205985	1.6032482866679216	0.6300347005104958	0.05563479253277159	1.124689102405834	0.6334903956358684	0.24235068468941426
T1	107534-96-3	Tebuconazole	3.118721947745814e-5	2.274068086897989e-6	3.118721947745814e-5	2.5022547878416246	0.216378895037633	0.1967771759205985	1.6032482866679216	0.6300347005104958	0.05563479253277159	1.124689102405834	0.6334903956358684	0.24235068468941426
T3	107534-96-3	Tebuconazole	2.274068086897989e-6	2.274068086897989e-6	2.274068086897989e-6	2.5022547878416246	0.216378895037633	0.1967771759205985	1.6032482866679216	0.6300347005104958	0.05563479253277159	1.124689102405834	0.6334903956358684	0.24235068468941426
R1	107534-96-3	Tebuconazole	0	2.274068086897989e-6	2.274068086897989e-6	2.5022547878416246	0.216378895037633	0.1967771759205985	1.6032482866679216	0.6300347005104958	0.05563479253277159	1.124689102405834	0.6334903956358684	0.24235068468941426
T2	107534-96-3	Tebuconazole	0	2.274068086897989e-6	2.274068086897989e-6	2.5022547878416246	0.216378895037633	0.1967771759205985	1.6032482866679216	0.6300347005104958	0.05563479253277159	1.124689102405834	0.6334903956358684	0.24235068468941426
R3	107534-96-3	Tebuconazole	0	2.274068086897989e-6	2.274068086897989e-6	2.5022547878416246	0.216378895037633	0.1967771759205985	1.6032482866679216	0.6300347005104958	0.05563479253277159	1.124689102405834	0.6334903956358684	0.24235068468941426
R2	111988-49-9	Thiacloprid	0	3.956896732513386e-6	3.956896732513386e-6	68.8090644368467	0.007054464742619712	3.0863797599983855	3.4408973335870336	0.8888921076712712	6.706123980824642	0.8384664176195864	1.7877259437495472	0.45820864162505
RS2	111988-49-9	Thiacloprid	0	3.956896732513386e-6	3.956896732513386e-6	68.8090644368467	0.007054464742619712	3.0863797599983855	3.4408973335870336	0.8888921076712712	6.706123980824642	0.8384664176195864	1.7877259437495472	0.45820864162505
R1	111988-49-9	Thiacloprid	0	3.956896732513386e-6	3.956896732513386e-6	68.8090644368467	0.007054464742619712	3.0863797599983855	3.4408973335870336	0.8888921076712712	6.706123980824642	0.8384664176195864	1.7877259437495472	0.45820864162505
R3	111988-49-9	Thiacloprid	0	3.956896732513386e-6	3.956896732513386e-6	68.8090644368467	0.007054464742619712	3.0863797599983855	3.4408973335870336	0.8888921076712712	6.706123980824642	0.8384664176195864	1.7877259437495472	0.45820864162505
T3	111988-49-9	Thiacloprid	0	3.956896732513386e-6	3.956896732513386e-6	68.8090644368467	0.007054464742619712	3.0863797599983855	3.4408973335870336	0.8888921076712712	6.706123980824642	0.8384664176195864	1.7877259437495472	0.45820864162505
RS1	111988-49-9	Thiacloprid	0	3.956896732513386e-6	3.956896732513386e-6	68.8090644368467	0.007054464742619712	3.0863797599983855	3.4408973335870336	0.8888921076712712	6.706123980824642	0.8384664176195864	1.7877259437495472	0.45820864162505
T1	111988-49-9	Thiacloprid	5.2231036869176686e-5	3.956896732513386e-6	5.2231036869176686e-5	68.8090644368467	0.007054464742619712	3.0863797599983855	3.4408973335870336	0.8888921076712712	6.706123980824642	0.8384664176195864	1.7877259437495472	0.45820864162505
RS3	111988-49-9	Thiacloprid	0	3.956896732513386e-6	3.956896732513386e-6	68.8090644368467	0.007054464742619712	3.0863797599983855	3.4408973335870336	0.8888921076712712	6.706123980824642	0.8384664176195864	1.7877259437495472	0.45820864162505
T2	111988-49-9	Thiacloprid	0	3.956896732513386e-6	3.956896732513386e-6	68.8090644368467	0.007054464742619712	3.0863797599983855	3.4408973335870336	0.8888921076712712	6.706123980824642	0.8384664176195864	1.7877259437495472	0.45820864162505
RS1	112-18-5	N,N-Dimethyldodecylamine	0	2.342989260674425e-6	2.342989260674425e-6	0.07497566383914721	-7777	-7777	0.031056067615154826	0.022728421396326755	0.01813644169702539	0.08669060264495371	0.387061825863415	0.3683179117780196
RS3	112-18-5	N,N-Dimethyldodecylamine	0	2.342989260674425e-6	2.342989260674425e-6	0.07497566383914721	-7777	-7777	0.031056067615154826	0.022728421396326755	0.01813644169702539	0.08669060264495371	0.387061825863415	0.3683179117780196
T3	112-18-5	N,N-Dimethyldodecylamine	0	2.342989260674425e-6	2.342989260674425e-6	0.07497566383914721	-7777	-7777	0.031056067615154826	0.022728421396326755	0.01813644169702539	0.08669060264495371	0.387061825863415	0.3683179117780196
T2	112-18-5	N,N-Dimethyldodecylamine	0	2.342989260674425e-6	2.342989260674425e-6	0.07497566383914721	-7777	-7777	0.031056067615154826	0.022728421396326755	0.01813644169702539	0.08669060264495371	0.387061825863415	0.3683179117780196
R2	112-18-5	N,N-Dimethyldodecylamine	0	2.342989260674425e-6	2.342989260674425e-6	0.07497566383914721	-7777	-7777	0.031056067615154826	0.022728421396326755	0.01813644169702539	0.08669060264495371	0.387061825863415	0.3683179117780196
R3	112-18-5	N,N-Dimethyldodecylamine	0	2.342989260674425e-6	2.342989260674425e-6	0.07497566383914721	-7777	-7777	0.031056067615154826	0.022728421396326755	0.01813644169702539	0.08669060264495371	0.387061825863415	0.3683179117780196
RS2	112-18-5	N,N-Dimethyldodecylamine	0	2.342989260674425e-6	2.342989260674425e-6	0.07497566383914721	-7777	-7777	0.031056067615154826	0.022728421396326755	0.01813644169702539	0.08669060264495371	0.387061825863415	0.3683179117780196
T1	112-18-5	N,N-Dimethyldodecylamine	1.6400924824720974e-5	2.342989260674425e-6	1.6400924824720974e-5	0.07497566383914721	-7777	-7777	0.031056067615154826	0.022728421396326755	0.01813644169702539	0.08669060264495371	0.387061825863415	0.3683179117780196
R1	112-18-5	N,N-Dimethyldodecylamine	1.3120739859776778e-5	2.342989260674425e-6	1.3120739859776778e-5	0.07497566383914721	-7777	-7777	0.031056067615154826	0.022728421396326755	0.01813644169702539	0.08669060264495371	0.387061825863415	0.3683179117780196
RS3	114-07-8	Erythromycin	6.812668511355629e-7	6.812668511355629e-6	6.812668511355629e-7	0.029527931766422655	26.19575397245465	632.4321850314858	7.841636791860156	3.596708855204742	3.744461544791443	6.2676550304471785	0.4820644238635243	0.6409358535483375
T2	114-07-8	Erythromycin	8.175202213626754e-7	6.812668511355629e-6	8.175202213626754e-7	0.029527931766422655	26.19575397245465	632.4321850314858	7.841636791860156	3.596708855204742	3.744461544791443	6.2676550304471785	0.4820644238635243	0.6409358535483375
R2	114-07-8	Erythromycin	9.53773591589788e-7	6.812668511355629e-6	9.53773591589788e-7	0.029527931766422655	26.19575397245465	632.4321850314858	7.841636791860156	3.596708855204742	3.744461544791443	6.2676550304471785	0.4820644238635243	0.6409358535483375
R1	114-07-8	Erythromycin	1.1854043209758793e-5	6.812668511355629e-6	1.1854043209758793e-5	0.029527931766422655	26.19575397245465	632.4321850314858	7.841636791860156	3.596708855204742	3.744461544791443	6.2676550304471785	0.4820644238635243	0.6409358535483375
RS1	114-07-8	Erythromycin	9.53773591589788e-7	6.812668511355629e-6	9.53773591589788e-7	0.029527931766422655	26.19575397245465	632.4321850314858	7.841636791860156	3.596708855204742	3.744461544791443	6.2676550304471785	0.4820644238635243	0.6409358535483375
T1	114-07-8	Erythromycin	8.175202213626754e-7	6.812668511355629e-6	8.175202213626754e-7	0.029527931766422655	26.19575397245465	632.4321850314858	7.841636791860156	3.596708855204742	3.744461544791443	6.2676550304471785	0.4820644238635243	0.6409358535483375
T3	114-07-8	Erythromycin	0	6.812668511355629e-6	6.812668511355629e-6	0.029527931766422655	26.19575397245465	632.4321850314858	7.841636791860156	3.596708855204742	3.744461544791443	6.2676550304471785	0.4820644238635243	0.6409358535483375
R3	114-07-8	Erythromycin	8.175202213626754e-7	6.812668511355629e-6	8.175202213626754e-7	0.029527931766422655	26.19575397245465	632.4321850314858	7.841636791860156	3.596708855204742	3.744461544791443	6.2676550304471785	0.4820644238635243	0.6409358535483375
RS2	114-07-8	Erythromycin	8.175202213626754e-7	6.812668511355629e-6	8.175202213626754e-7	0.029527931766422655	26.19575397245465	632.4321850314858	7.841636791860156	3.596708855204742	3.744461544791443	6.2676550304471785	0.4820644238635243	0.6409358535483375
RS1	114798-26-4	Losartan	0	4.729250413809411e-6	4.729250413809411e-6	-7777	-7777	-7777	1.1221138914246016	0.30169667789314497	0.24935875905936158	0.10640813431071176	15.393710096949635	0.268857886025065
R3	114798-26-4	Losartan	1.4660676282809174e-5	4.729250413809411e-6	1.4660676282809174e-5	-7777	-7777	-7777	1.1221138914246016	0.30169667789314497	0.24935875905936158	0.10640813431071176	15.393710096949635	0.268857886025065
T2	114798-26-4	Losartan	0	4.729250413809411e-6	4.729250413809411e-6	-7777	-7777	-7777	1.1221138914246016	0.30169667789314497	0.24935875905936158	0.10640813431071176	15.393710096949635	0.268857886025065
R1	114798-26-4	Losartan	0	4.729250413809411e-6	4.729250413809411e-6	-7777	-7777	-7777	1.1221138914246016	0.30169667789314497	0.24935875905936158	0.10640813431071176	15.393710096949635	0.268857886025065
R2	114798-26-4	Losartan	2.8375502482856467e-6	4.729250413809411e-6	2.8375502482856467e-6	-7777	-7777	-7777	1.1221138914246016	0.30169667789314497	0.24935875905936158	0.10640813431071176	15.393710096949635	0.268857886025065
T3	114798-26-4	Losartan	4.067155355876094e-5	4.729250413809411e-6	4.067155355876094e-5	-7777	-7777	-7777	1.1221138914246016	0.30169667789314497	0.24935875905936158	0.10640813431071176	15.393710096949635	0.268857886025065
RS3	114798-26-4	Losartan	0	4.729250413809411e-6	4.729250413809411e-6	-7777	-7777	-7777	1.1221138914246016	0.30169667789314497	0.24935875905936158	0.10640813431071176	15.393710096949635	0.268857886025065
RS2	114798-26-4	Losartan	0	4.729250413809411e-6	4.729250413809411e-6	-7777	-7777	-7777	1.1221138914246016	0.30169667789314497	0.24935875905936158	0.10640813431071176	15.393710096949635	0.268857886025065
T1	114798-26-4	Losartan	7.330338141404587e-6	4.729250413809411e-6	7.330338141404587e-6	-7777	-7777	-7777	1.1221138914246016	0.30169667789314497	0.24935875905936158	0.10640813431071176	15.393710096949635	0.268857886025065
